"path_abbr","host_genus","host_species","host_genus_species","in_wild","ref"
"plbv","Pacifastacus","leniusculus","Pacifastacus_leniusculus","wild","277"
"pso_hae","Pacifastacus","leniusculus","Pacifastacus_leniusculus","wild","251"
"sap_par","Pacifastacus","leniusculus","Pacifastacus_leniusculus","wild","298"
"spi_sp","Pacifastacus","leniusculus","Pacifastacus_leniusculus","wild","273"
"the_con","Pacifastacus","leniusculus","Pacifastacus_leniusculus","","263"
"vib_alg","Pacifastacus","leniusculus","Pacifastacus_leniusculus","wild","273"
"wssv","Pacifastacus","leniusculus","Pacifastacus_leniusculus","lab","260"
"bop_squ","Palaemon","adspersus","Palaemon_adspersus","","125"
"wssv","Palaemon","adspersus","Palaemon_adspersus","lab","17"
"ihhn","Palaemon","macrodactylus","Palaemon_macrodactylus","","175"
"lagen_cal","Palaemon","macrodactylus","Palaemon_macrodactylus","lab","174"
"odh_sp","Palaemon","macrodactylus","Palaemon_macrodactylus","wild","515"
"wssv","Palaemon","macrodactylus","Palaemon_macrodactylus","","175"
"wssv","Palaemon","paucidens","Palaemon_paucidens","lab","516"
"yhv","Palaemon","serrifer","Palaemon_serrifer","lab","517"
"pro_pan","Palaemonetes","paludosus","Palaemonetes_paludosus","wild","518"
"hem_abd","Pandalus","borealis","Pandalus_borealis","wild","520"
"ipnv","Pandalus","borealis","Pandalus_borealis","lab","169"
"nec_agi","Pandalus","borealis","Pandalus_borealis","wild","127"
"bet_vir","Pandalus","hypsinotus","Pandalus_hypsinotus","wild","458"
"nec_agi","Pandalus","montagui","Pandalus_montagui","wild","127"
"par_irv","Pandalus","montagui","Pandalus_montagui","wild","468"
"pse_aff","Pandalus","montagui","Pandalus_montagui","","125"
"pav1","Panulirus","argus","Panulirus_argus","both","1"
"ala_ocl","Paralithodes","camtschaticus","Paralithodes_camtschaticus","wild","524"
"ame_sp","Paralithodes","camtschaticus","Paralithodes_camtschaticus","wild","1"
"bri_cal","Paralithodes","camtschaticus","Paralithodes_camtschaticus","wild","1"
"bri_reg","Paralithodes","camtschaticus","Paralithodes_camtschaticus","wild","523"
"car_reg","Paralithodes","camtschaticus","Paralithodes_camtschaticus","wild","2, 9"
"hem_sp","Paralithodes","camtschaticus","Paralithodes_camtschaticus","wild","1, 185, 186"
"herp","Paralithodes","camtschaticus","Paralithodes_camtschaticus","lab","166"
"joh_arc","Paralithodes","camtschaticus","Paralithodes_camtschaticus","wild","182, 183"
"not_cyc","Paralithodes","camtschaticus","Paralithodes_camtschaticus","","14"
"ovi_par","Paralithodes","camtschaticus","Paralithodes_camtschaticus","wild","524"
"pro_bot","Paralithodes","camtschaticus","Paralithodes_camtschaticus","","182"
"the_sp","Paralithodes","camtschaticus","Paralithodes_camtschaticus","wild","1"
"ame_sp","Paralithodes","platypus","Paralithodes_platypus","wild","1"
"bri_cal","Paralithodes","platypus","Paralithodes_platypus","wild","1, 2"
"bri_reg","Paralithodes","platypus","Paralithodes_platypus","wild","523"
"hem_sp","Paralithodes","platypus","Paralithodes_platypus","wild","185, 186"
"herp","Paralithodes","platypus","Paralithodes_platypus","wild","2, 166"
"the_sp","Paralithodes","platypus","Paralithodes_platypus","wild","1"
"epi_geo","Parapenaeopsis","stylifera","Parapenaeopsis_stylifera","","125"
"epi_ing","Parapenaeopsis","stylifera","Parapenaeopsis_stylifera","","526"
"epi_ova","Parapenaeopsis","stylifera","Parapenaeopsis_stylifera","","125"
"epi_qad","Parapenaeopsis","stylifera","Parapenaeopsis_stylifera","","125"
"ihhn","Parapenaeopsis","stylifera","Parapenaeopsis_stylifera","","153"
"pmnv","Parapenaeopsis","stylifera","Parapenaeopsis_stylifera","wild","159"
"wssv","Parapenaeopsis","stylifera","Parapenaeopsis_stylifera","both","525, 499"
"per_nel","Parapenaeus","longirostris","Parapenaeus_longirostris","wild","162"
"vib_alg","Parapenaeus","longirostris","Parapenaeus_longirostris","wild","528"
"vib_cho","Parapenaeus","longirostris","Parapenaeus_longirostris","wild","528"
"vib_par","Parapenaeus","longirostris","Parapenaeus_longirostris","wild","528"
"cep_sp","Penaeus","aztecus","Penaeus_aztecus","wild","533"
"epi_ing","Penaeus","aztecus","Penaeus_aztecus","wild","530"
"fus_sp","Penaeus","aztecus","Penaeus_aztecus","lab","195"
"ihhn","Penaeus","aztecus","Penaeus_aztecus","wild","532"
"nemat_sp","Penaeus","aztecus","Penaeus_aztecus","wild","533"
"ope_fim","Penaeus","aztecus","Penaeus_aztecus","wild","534"
"par_pan","Penaeus","aztecus","Penaeus_aztecus","wild","537"
"per_nel","Penaeus","aztecus","Penaeus_aztecus","wild","162"
"pro_pen","Penaeus","aztecus","Penaeus_aztecus","wild","199"
"tsv","Penaeus","aztecus","Penaeus_aztecus","","193"
"tuz_wei","Penaeus","aztecus","Penaeus_aztecus","","535"
"vib_par","Penaeus","aztecus","Penaeus_aztecus","wild","531"
"wssv","Penaeus","aztecus","Penaeus_aztecus","wild","1, 188"
"yhv","Penaeus","aztecus","Penaeus_aztecus","aquaculture","1, 188"
"agm_pen","Penaeus","brasiliensis","Penaeus_brasiliensis","wild","534"
"cep_sp","Penaeus","brasiliensis","Penaeus_brasiliensis","wild","537"
"hys_sp","Penaeus","brasiliensis","Penaeus_brasiliensis","wild","534"
"nem_bra","Penaeus","brasiliensis","Penaeus_brasiliensis","wild","537"
"par_het","Penaeus","brasiliensis","Penaeus_brasiliensis","wild","537"
"par_mon","Penaeus","brasiliensis","Penaeus_brasiliensis","wild","537"
"par_pan","Penaeus","brasiliensis","Penaeus_brasiliensis","wild","537"
"proch_sp","Penaeus","brasiliensis","Penaeus_brasiliensis","wild","534"
"ren_pen","Penaeus","brasiliensis","Penaeus_brasiliensis","wild","537"
"the_duo","Penaeus","brasiliensis","Penaeus_brasiliensis","wild","537"
"wssv","Penaeus","brasiliensis","Penaeus_brasiliensis","wild","536"
"fus_sol","Penaeus","californiensis","Penaeus_californiensis","lab","539"
"wssv","Penaeus","californiensis","Penaeus_californiensis","lab","538"
"agm_pen","Penaeus","duorarum","Penaeus_duorarum","wild","534"
"cep_pen","Penaeus","duorarum","Penaeus_duorarum","both","533, 544"
"con_hab","Penaeus","duorarum","Penaeus_duorarum","wild","544"
"fdnv","Penaeus","duorarum","Penaeus_duorarum","wild","540"
"hys_sp","Penaeus","duorarum","Penaeus_duorarum","wild","541"
"mic_pyg","Penaeus","duorarum","Penaeus_duorarum","wild","544"
"nem_pen","Penaeus","duorarum","Penaeus_duorarum","aquaculture","544"
"nemat_sp","Penaeus","duorarum","Penaeus_duorarum","wild","533"
"ope_fim","Penaeus","duorarum","Penaeus_duorarum","","194"
"par_pan","Penaeus","duorarum","Penaeus_duorarum","wild","537"
"per_nel","Penaeus","duorarum","Penaeus_duorarum","wild","162"
"ple_sp","Penaeus","duorarum","Penaeus_duorarum","wild","543"
"poly_sp","Penaeus","duorarum","Penaeus_duorarum","aquaculture","544"
"pro_dim","Penaeus","duorarum","Penaeus_duorarum","","194"
"pro_pen","Penaeus","duorarum","Penaeus_duorarum","wild","541"
"pro_ton","Penaeus","duorarum","Penaeus_duorarum","","194"
"the_duo","Penaeus","duorarum","Penaeus_duorarum","wild","543"
"tsv","Penaeus","duorarum","Penaeus_duorarum","lab","193"
"wssv","Penaeus","duorarum","Penaeus_duorarum","lab","542"
"yhv","Penaeus","duorarum","Penaeus_duorarum","aquaculture","1, 188"
"cep_ind","Penaeus","indicus","Penaeus_indicus","wild","549"
"epi_sp","Penaeus","indicus","Penaeus_indicus","aquaculture","156"
"ihhn","Penaeus","indicus","Penaeus_indicus","","153"
"mrnv","Penaeus","indicus","Penaeus_indicus","","547"
"nem_ind","Penaeus","indicus","Penaeus_indicus","wild","549"
"pmnv","Penaeus","indicus","Penaeus_indicus","wild","159"
"ste_cor","Penaeus","indicus","Penaeus_indicus","aquaculture","156"
"tsv","Penaeus","indicus","Penaeus_indicus","aquaculture","548"
"vib_ang","Penaeus","indicus","Penaeus_indicus","aquaculture","156"
"vib_har","Penaeus","indicus","Penaeus_indicus","lab","546"
"vib_par","Penaeus","indicus","Penaeus_indicus","","545"
"wssv","Penaeus","indicus","Penaeus_indicus","aquaculture","154"
"xsv","Penaeus","indicus","Penaeus_indicus","","547"
"cmnv","Penaeus","japonicus","Penaeus_japonicus","wild","549"
"fus_mon","Penaeus","japonicus","Penaeus_japonicus","","146"
"fus_oxy","Penaeus","japonicus","Penaeus_japonicus","","148"
"fus_sol","Penaeus","japonicus","Penaeus_japonicus","","145"
"ihhn","Penaeus","japonicus","Penaeus_japonicus","","142"
"ipnv","Penaeus","japonicus","Penaeus_japonicus","wild","86"
"mov","Penaeus","japonicus","Penaeus_japonicus","aquaculture","136"
"pmnv","Penaeus","japonicus","Penaeus_japonicus","","138"
"vib_alg","Penaeus","japonicus","Penaeus_japonicus","aquaculture","144"
"vib_nig","Penaeus","japonicus","Penaeus_japonicus","aquaculture","149"
"vib_par","Penaeus","japonicus","Penaeus_japonicus","","133"
"vib_pen","Penaeus","japonicus","Penaeus_japonicus","aquaculture","139"
"vib_zhu","Penaeus","japonicus","Penaeus_japonicus","wild","137"
"wssv","Penaeus","japonicus","Penaeus_japonicus","aquaculture","1, 134"
"pmnv","Penaeus","kerathurus","Penaeus_kerathurus","","159"
"par_exp","Penaeus","latisulcatus","Penaeus_latisulcatus","wild","551"
"the_sp","Penaeus","latisulcatus","Penaeus_latisulcatus","wild","214"
"par_exp","Penaeus","longistylus","Penaeus_longistylus","wild","551"
"the_sp","Penaeus","longistylus","Penaeus_longistylus","wild","214"
"ame_sp","Penaeus","merguiensis","Penaeus_merguiensis","wild","214"
"epi_ing","Penaeus","merguiensis","Penaeus_merguiensis","wild","189"
"gav","Penaeus","merguiensis","Penaeus_merguiensis","lab","201"
"ihhn","Penaeus","merguiensis","Penaeus_merguiensis","","204"
"lsnv","Penaeus","merguiensis","Penaeus_merguiensis","both","498"
"mov","Penaeus","merguiensis","Penaeus_merguiensis","","205"
"per_nel","Penaeus","merguiensis","Penaeus_merguiensis","wild","162"
"pmergdnv","Penaeus","merguiensis","Penaeus_merguiensis","","442"
"pmnv","Penaeus","merguiensis","Penaeus_merguiensis","","159"
"pol_sp","Penaeus","merguiensis","Penaeus_merguiensis","wild","202"
"smv","Penaeus","merguiensis","Penaeus_merguiensis","aquaculture","203"
"wssv","Penaeus","merguiensis","Penaeus_merguiensis","","200"
"acr_sp","Penaeus","monodon","Penaeus_monodon","lab","550"
"agm_sp","Penaeus","monodon","Penaeus_monodon","","556"
"cmnv","Penaeus","monodon","Penaeus_monodon","both","549"
"ent_hep","Penaeus","monodon","Penaeus_monodon","","556"
"epi_sp","Penaeus","monodon","Penaeus_monodon","aquaculture","156"
"gav","Penaeus","monodon","Penaeus_monodon","lab","201"
"gil_per","Penaeus","monodon","Penaeus_monodon","aquaculture","560"
"hem_sp","Penaeus","monodon","Penaeus_monodon","aquaculture","557"
"ihhn","Penaeus","monodon","Penaeus_monodon","lab","142"
"imnv","Penaeus","monodon","Penaeus_monodon","lab","562"
"lag_sp","Penaeus","monodon","Penaeus_monodon","aquaculture","156"
"lep_mar","Penaeus","monodon","Penaeus_monodon","both","156"
"lsnv","Penaeus","monodon","Penaeus_monodon","both","498"
"mov","Penaeus","monodon","Penaeus_monodon","both","564"
"mrnv","Penaeus","monodon","Penaeus_monodon","lab","563"
"nemat_sp","Penaeus","monodon","Penaeus_monodon","wild","561"
"pen_sp","Penaeus","monodon","Penaeus_monodon","aquaculture","156"
"pho_dam","Penaeus","monodon","Penaeus_monodon","aquaculture","559"
"pmnv","Penaeus","monodon","Penaeus_monodon","aquaculture","555"
"sap_par","Penaeus","monodon","Penaeus_monodon","both","156"
"smv","Penaeus","monodon","Penaeus_monodon","aquaculture","203"
"ste_cor","Penaeus","monodon","Penaeus_monodon","aquaculture","156"
"tuz_wei","Penaeus","monodon","Penaeus_monodon","","197"
"vib_alg","Penaeus","monodon","Penaeus_monodon","aquaculture","144"
"vib_cam","Penaeus","monodon","Penaeus_monodon","","558"
"vib_har","Penaeus","monodon","Penaeus_monodon","aquaculture","553"
"vib_par","Penaeus","monodon","Penaeus_monodon","aquaculture","554"
"wssv","Penaeus","monodon","Penaeus_monodon","aquaculture","154"
"xsv","Penaeus","monodon","Penaeus_monodon","lab","563"
"yhv","Penaeus","monodon","Penaeus_monodon","both","152"
"agm_pen","Penaeus","notialis","Penaeus_notialis","wild","565"
"per_nel","Penaeus","notialis","Penaeus_notialis","wild","162"
"aer_hyd","Penaeus","semisulcatus","Penaeus_semisulcatus","","568"
"ame_sp","Penaeus","semisulcatus","Penaeus_semisulcatus","wild","214"
"epi_ele","Penaeus","semisulcatus","Penaeus_semisulcatus","","207"
"epi_ing","Penaeus","semisulcatus","Penaeus_semisulcatus","wild","2, 206"
"epi_sp","Penaeus","semisulcatus","Penaeus_semisulcatus","aquaculture","156"
"fus_sp","Penaeus","semisulcatus","Penaeus_semisulcatus","","209"
"ihhn","Penaeus","semisulcatus","Penaeus_semisulcatus","","211"
"lag_sp","Penaeus","semisulcatus","Penaeus_semisulcatus","aquaculture","212"
"per_aff","Penaeus","semisulcatus","Penaeus_semisulcatus","","156"
"per_nel","Penaeus","semisulcatus","Penaeus_semisulcatus","wild","162"
"pmnv","Penaeus","semisulcatus","Penaeus_semisulcatus","","159, 213"
"ste_cor","Penaeus","semisulcatus","Penaeus_semisulcatus","aquaculture","156"
"sul_man","Penaeus","semisulcatus","Penaeus_semisulcatus","wild","156"
"the_duo","Penaeus","semisulcatus","Penaeus_semisulcatus","wild","156"
"the_sp","Penaeus","semisulcatus","Penaeus_semisulcatus","","214"
"vib_har","Penaeus","semisulcatus","Penaeus_semisulcatus","aquaculture","212, 567"
"wssv","Penaeus","semisulcatus","Penaeus_semisulcatus","","208"
"yhv","Penaeus","semisulcatus","Penaeus_semisulcatus","","208"
"agm_pen","Penaeus","setiferus","Penaeus_setiferus","wild","569"
"cep_sp","Penaeus","setiferus","Penaeus_setiferus","wild","533"
"fus_sp","Penaeus","setiferus","Penaeus_setiferus","lab","195"
"hys_sp","Penaeus","setiferus","Penaeus_setiferus","wild","571"
"ihhn","Penaeus","setiferus","Penaeus_setiferus","wild","573"
"nemat_sp","Penaeus","setiferus","Penaeus_setiferus","wild","533"
"ope_fim","Penaeus","setiferus","Penaeus_setiferus","wild","571"
"par_pan","Penaeus","setiferus","Penaeus_setiferus","wild","537"
"per_nel","Penaeus","setiferus","Penaeus_setiferus","wild","162"
"phy_sex","Penaeus","setiferus","Penaeus_setiferus","wild","572"
"poly_sp","Penaeus","setiferus","Penaeus_setiferus","wild","570"
"pro_pen","Penaeus","setiferus","Penaeus_setiferus","wild","199"
"the_sp","Penaeus","setiferus","Penaeus_setiferus","wild","571"
"thy_sp","Penaeus","setiferus","Penaeus_setiferus","wild","537"
"tsv","Penaeus","setiferus","Penaeus_setiferus","lab","193"
"tuz_wei","Penaeus","setiferus","Penaeus_setiferus","","535"
"wssv","Penaeus","setiferus","Penaeus_setiferus","wild","1"
"yhv","Penaeus","setiferus","Penaeus_setiferus","aquaculture","1, 188"
"ihhn","Penaeus","stylirostris","Penaeus_stylirostris","both","1, 2, 142"
"imnv","Penaeus","stylirostris","Penaeus_stylirostris","lab","576"
"tsv","Penaeus","stylirostris","Penaeus_stylirostris","lab","193"
"vib_nig","Penaeus","stylirostris","Penaeus_stylirostris","","574"
"vib_pen","Penaeus","stylirostris","Penaeus_stylirostris","aquaculture","577"
"wssv","Penaeus","stylirostris","Penaeus_stylirostris","wild","575"
"yhv","Penaeus","stylirostris","Penaeus_stylirostris","wild","1"
"ihhn","Penaeus","subtilis","Penaeus_subtilis","both","216"
"imnv","Penaeus","subtilis","Penaeus_subtilis","both","216"
"wssv","Penaeus","subtilis","Penaeus_subtilis","","215"
"aer_sch","Penaeus","vannamei","Penaeus_vannamei","aquaculture","591"
"agm_pen","Penaeus","vannamei","Penaeus_vannamei","aquaculture","534"
"asp_awa","Penaeus","vannamei","Penaeus_vannamei","","122"
"asp_fla","Penaeus","vannamei","Penaeus_vannamei","aquaculture","598"
"asp_par","Penaeus","vannamei","Penaeus_vannamei","aquaculture","598"
"cmnv","Penaeus","vannamei","Penaeus_vannamei","wild","549"
"ent_hep","Penaeus","vannamei","Penaeus_vannamei","aquaculture","583"
"fus_oxy","Penaeus","vannamei","Penaeus_vannamei","aquaculture","598"
"geo_sp","Penaeus","vannamei","Penaeus_vannamei","aquaculture","587"
"hap_sp","Penaeus","vannamei","Penaeus_vannamei","aquaculture","594"
"ihhn","Penaeus","vannamei","Penaeus_vannamei","both","142, 187"
"imnv","Penaeus","vannamei","Penaeus_vannamei","both","216"
"lsnv","Penaeus","vannamei","Penaeus_vannamei","","498"
"mbv","Penaeus","vannamei","Penaeus_vannamei","lab","589"
"pmnv","Penaeus","vannamei","Penaeus_vannamei","aquaculture","593"
"pro_ret","Penaeus","vannamei","Penaeus_vannamei","aquaculture","584"
"pvnv","Penaeus","vannamei","Penaeus_vannamei","aquaculture","596"
"shiv","Penaeus","vannamei","Penaeus_vannamei","aquaculture","581"
"spi_eri","Penaeus","vannamei","Penaeus_vannamei","wild","486"
"spi_pen","Penaeus","vannamei","Penaeus_vannamei","","442, 597"
"str_sp","Penaeus","vannamei","Penaeus_vannamei","aquaculture","599"
"tsv","Penaeus","vannamei","Penaeus_vannamei","aquaculture","1"
"vib_alg","Penaeus","vannamei","Penaeus_vannamei","lab","582"
"vib_ang","Penaeus","vannamei","Penaeus_vannamei","lab","590"
"vib_cam","Penaeus","vannamei","Penaeus_vannamei","aquaculture","579"
"vib_cho","Penaeus","vannamei","Penaeus_vannamei","aquaculture","588"
"vib_har","Penaeus","vannamei","Penaeus_vannamei","","586"
"vib_par","Penaeus","vannamei","Penaeus_vannamei","","578"
"vib_sin","Penaeus","vannamei","Penaeus_vannamei","aquaculture","595"
"vib_vul","Penaeus","vannamei","Penaeus_vannamei","","580"
"wssv","Penaeus","vannamei","Penaeus_vannamei","wild","1"
"yhv","Penaeus","vannamei","Penaeus_vannamei","aquaculture","1, 188"
"agg_sp","Pleoticus","muelleri","Pleoticus_muelleri","wild","600"
"pse_hum","Pleuroncodes","monodon","Pleuroncodes_monodon","wild","457"
"aer_hyd","Pontastacus","leptodactylus","Pontastacus_leptodactylus","","234"
"aph_ast","Pontastacus","leptodactylus","Pontastacus_leptodactylus","wild","230"
"bra_ast","Pontastacus","leptodactylus","Pontastacus_leptodactylus","","235"
"bra_hex","Pontastacus","leptodactylus","Pontastacus_leptodactylus","","235"
"cep_lep","Pontastacus","leptodactylus","Pontastacus_leptodactylus","wild","298"
"cot_sie","Pontastacus","leptodactylus","Pontastacus_leptodactylus","aquaculture","236"
"epi_chr","Pontastacus","leptodactylus","Pontastacus_leptodactylus","aquaculture","236"
"fus_sol","Pontastacus","leptodactylus","Pontastacus_leptodactylus","wild","264, 298"
"pso_hae","Pontastacus","leptodactylus","Pontastacus_leptodactylus","wild","232"
"sap_par","Pontastacus","leptodactylus","Pontastacus_leptodactylus","","229"
"tet_pyr","Pontastacus","leptodactylus","Pontastacus_leptodactylus","wild","236"
"the_con","Pontastacus","leptodactylus","Pontastacus_leptodactylus","wild","231"
"vib_sp","Pontastacus","leptodactylus","Pontastacus_leptodactylus","wild","238"
"wssv","Pontastacus","leptodactylus","Pontastacus_leptodactylus","lab","17"
"all_mon","Portunus","pelagicus","Portunus_pelagicus","wild","150"
"ame_sp","Portunus","pelagicus","Portunus_pelagicus","wild","606"
"car_mit","Portunus","pelagicus","Portunus_pelagicus","wild","15"
"cho_ind","Portunus","pelagicus","Portunus_pelagicus","wild","15"
"hem_aus","Portunus","pelagicus","Portunus_pelagicus","wild","601"
"het_ind","Portunus","pelagicus","Portunus_pelagicus","wild","1"
"poly_sp","Portunus","pelagicus","Portunus_pelagicus","wild","605"
"sac_gra","Portunus","pelagicus","Portunus_pelagicus","wild","1"
"the_sp","Portunus","pelagicus","Portunus_pelagicus","wild","606"
"vib_har","Portunus","pelagicus","Portunus_pelagicus","wild","602, 603"
"wssv","Portunus","pelagicus","Portunus_pelagicus","lab","604"
"all_mon","Portunus","trituberculatus","Portunus_trituberculatus","wild","150"
"ame_por","Portunus","trituberculatus","Portunus_trituberculatus","aquaculture","609"
"hal_mil","Portunus","trituberculatus","Portunus_trituberculatus","aquaculture","503"
"hal_oki","Portunus","trituberculatus","Portunus_trituberculatus","wild","77"
"hem_per","Portunus","trituberculatus","Portunus_trituberculatus","wild","557"
"met_bic","Portunus","trituberculatus","Portunus_trituberculatus","aquaculture","616"
"scrv","Portunus","trituberculatus","Portunus_trituberculatus","aquaculture","613"
"vib_alg","Portunus","trituberculatus","Portunus_trituberculatus","aquaculture","610"
"vib_har","Portunus","trituberculatus","Portunus_trituberculatus","aquaculture","614"
"vib_met","Portunus","trituberculatus","Portunus_trituberculatus","aquaculture","615"
"vib_nat","Portunus","trituberculatus","Portunus_trituberculatus","aquaculture","612"
"vib_par","Portunus","trituberculatus","Portunus_trituberculatus","aquaculture","610"
"wssv","Portunus","trituberculatus","Portunus_trituberculatus","aquaculture","610"
"pso_sp","Procambarus","alleni","Procambarus_alleni","","272"
"aer_hyd","Procambarus","clarkii","Procambarus_clarkii","","274"
"all_fil","Procambarus","clarkii","Procambarus_clarkii","wild","442, 623"
"aph_ast","Procambarus","clarkii","Procambarus_clarkii","wild","256"
"bat_den","Procambarus","clarkii","Procambarus_clarkii","both","622"
"cqiv","Procambarus","clarkii","Procambarus_clarkii","lab","620"
"ihhn","Procambarus","clarkii","Procambarus_clarkii","aquaculture","618"
"mic_fon","Procambarus","clarkii","Procambarus_clarkii","","442"
"pso_hae","Procambarus","clarkii","Procambarus_clarkii","wild","251"
"ren_sp","Procambarus","clarkii","Procambarus_clarkii","","442"
"sap_par","Procambarus","clarkii","Procambarus_clarkii","wild","298"
"sog_pro","Procambarus","clarkii","Procambarus_clarkii","","442"
"sou_dim","Procambarus","clarkii","Procambarus_clarkii","","442"
"spi_eri","Procambarus","clarkii","Procambarus_clarkii","both","269, 621"
"vib_cho","Procambarus","clarkii","Procambarus_clarkii","","442"
"vib_par","Procambarus","clarkii","Procambarus_clarkii","wild","619"
"wssv","Procambarus","clarkii","Procambarus_clarkii","both","270"
"aer_sob","Procambarus","fallax","Procambarus_fallax","","273"
"aph_ast","Procambarus","fallax","Procambarus_fallax","wild","275"
"cit_fre","Procambarus","fallax","Procambarus_fallax","","273"
"gri_hol","Procambarus","fallax","Procambarus_fallax","","273"
"pso_sp","Procambarus","fallax","Procambarus_fallax","wild","249"
"vib_har","Sagmariasus","verreauxi","Sagmariasus_verreauxi","aquaculture","179"
"sac_bea","Scylla","olivacea","Scylla_olivacea","wild","624"
"dip_sin","Scylla","serrata","Scylla_serrata","wild","626"
"hal_mil","Scylla","serrata","Scylla_serrata","aquaculture","630"
"hem_sp","Scylla","serrata","Scylla_serrata","aquaculture","1"
"lox_ihl","Scylla","serrata","Scylla_serrata","wild","631"
"mcdv","Scylla","serrata","Scylla_serrata","wild","627"
"oct_bull","Scylla","serrata","Scylla_serrata","wild","626"
"pmergdnv","Scylla","serrata","Scylla_serrata","aquaculture","629"
"sbv","Scylla","serrata","Scylla_serrata","aquaculture","1, 3"
"ssrv","Scylla","serrata","Scylla_serrata","aquaculture","628"
"vib_alg","Scylla","serrata","Scylla_serrata","aquaculture","625"
"vib_cho","Scylla","serrata","Scylla_serrata","aquaculture","625"
"vib_har","Scylla","serrata","Scylla_serrata","aquaculture","625"
"vib_par","Scylla","serrata","Scylla_serrata","aquaculture","625"
"wssv","Scylla","serrata","Scylla_serrata","both","1"
"ihhn","Solenocera","choprai","Solenocera_choprai","wild","153"
"pmnv","Solenocera","choprai","Solenocera_choprai","wild","159"
"exo_can","Ucides","cordatus","Ucides_cordatus","wild","634"
"lei_dis","Ucides","cordatus","Ucides_cordatus","wild","633"
"gyg_bra","Upogebia","pusilla","Upogebia_pusilla","wild","635"
"mar_sp","Upogebia","pusilla","Upogebia_pusilla","wild","635"
"per_nel","Xiphopenaeus","kroyeri","Xiphopenaeus_kroyeri","wild","162"
